Measurement time,Year,Month,WaterYear,TWtrQuadraLimpetQ_level,TWtrQuadraLimpetQ_flags,TWtrQuadraLimpetUNESCO_Q_level,TWtrQuadraLimpet,TWtrQuadraLimpetMed,TWtrQuadraLimpetAvg,TWtrQuadraLimpetMin,TWtrQuadraLimpetMax 
2016-03-10 06:00:00,2016,Mar,2015-2016,1,,2,8.274301,8.276456,8.2751945,8.265005,8.281627
2016-03-10 07:00:00,2016,Mar,2015-2016,1,,2,8.274825,8.2766475,8.27595075,8.273607,8.277352
2016-03-10 08:00:00,2016,Mar,2015-2016,1,,2,8.270171,8.2701515,8.270514,8.269176,8.273459
2016-03-10 09:00:00,2016,Mar,2015-2016,1,,2,8.2625,8.2654335,8.2655195,8.259425,8.272643
2016-03-10 10:00:00,2016,Mar,2015-2016,1,,2,8.274988,8.267933,8.26907333333333,8.263766,8.274988
2016-03-10 11:00:00,2016,Mar,2015-2016,1,,2,8.27584,8.276345,8.2762755,8.275376,8.277273
2016-03-10 12:00:00,2016,Mar,2015-2016,1,,2,8.279268,8.277505,8.27707883333333,8.273733,8.279634
2016-03-10 13:00:00,2016,Mar,2015-2016,1,,2,8.278275,8.2804005,8.2798435,8.277028,8.282289
2016-03-10 14:00:00,2016,Mar,2015-2016,1,,2,8.2796,8.278673,8.27873133333333,8.278225,8.2796
2016-03-10 15:00:00,2016,Mar,2015-2016,1,,2,8.274691,8.277903,8.27698608333333,8.272922,8.279233
2016-03-10 16:00:00,2016,Mar,2015-2016,1,,2,8.279859,8.277077,8.27716233333333,8.27246,8.282065
2016-03-10 17:00:00,2016,Mar,2015-2016,1,,2,8.276335,8.276463,8.27607666666667,8.269484,8.280122
2016-03-10 18:00:00,2016,Mar,2015-2016,1,,2,8.26156,8.2681945,8.26864366666667,8.259833,8.279997
2016-03-10 19:00:00,2016,Mar,2015-2016,1,,2,8.263875,8.268907,8.26970275,8.263779,8.277049
2016-03-10 20:00:00,2016,Mar,2015-2016,1,,2,8.272136,8.266684,8.26724325,8.264855,8.272136
2016-03-10 21:00:00,2016,Mar,2015-2016,1,,2,8.287223,8.284419,8.28287191666667,8.274217,8.290758
2016-03-10 22:00:00,2016,Mar,2015-2016,1,,2,8.299708,8.2949045,8.292611,8.284743,8.299708
2016-03-10 23:00:00,2016,Mar,2015-2016,1,,2,8.301024,8.303719,8.30366241666666,8.29955,8.306054
2016-03-11 00:00:00,2016,Mar,2015-2016,1,,2,8.301982,8.298965,8.29739258333333,8.291108,8.301982
2016-03-11 01:00:00,2016,Mar,2015-2016,1,,2,8.297315,8.301822,8.30384108333333,8.297315,8.311492
2016-03-11 02:00:00,2016,Mar,2015-2016,1,,2,8.327202,8.312895,8.31166058333333,8.296839,8.327202
2016-03-11 03:00:00,2016,Mar,2015-2016,1,,2,8.326397,8.329532,8.32889333333333,8.325397,8.331686
2016-03-11 04:00:00,2016,Mar,2015-2016,1,,2,8.31322,8.320295,8.32030875,8.31322,8.32565
2016-03-11 05:00:00,2016,Mar,2015-2016,1,,2,8.326689,8.3238115,8.31911808333333,8.302918,8.326689
2016-03-11 06:00:00,2016,Mar,2015-2016,1,,2,8.318745,8.3210825,8.32115366666667,8.317777,8.326505
2016-03-11 07:00:00,2016,Mar,2015-2016,1,,2,8.307508,8.3073315,8.30824333333334,8.30222,8.319444
2016-03-11 08:00:00,2016,Mar,2015-2016,1,,2,8.317481,8.314988,8.31351533333333,8.306617,8.317481
2016-03-11 09:00:00,2016,Mar,2015-2016,1,,2,8.316845,8.314955,8.31221566666667,8.30219,8.318555
2016-03-11 10:00:00,2016,Mar,2015-2016,1,,2,8.311538,8.307002,8.30636591666667,8.295631,8.31751
2016-03-11 11:00:00,2016,Mar,2015-2016,1,,2,8.29708,8.299714,8.30422091666667,8.296663,8.314803
2016-03-11 12:00:00,2016,Mar,2015-2016,1,,2,8.295703,8.3007415,8.30148291666667,8.295095,8.311898
2016-03-11 13:00:00,2016,Mar,2015-2016,1,,2,8.307488,8.312269,8.31173408333333,8.297431,8.321466
2016-03-11 14:00:00,2016,Mar,2015-2016,1,,2,8.325237,8.296514,8.29987458333333,8.289947,8.325237
2016-03-11 15:00:00,2016,Mar,2015-2016,1,"MV:1 of 12 missing",3,8.31254,8.325443,8.32409990909091,8.31254,8.327422
2016-03-11 16:00:00,2016,Mar,2015-2016,1,"AR:MV:2 of 12 missing:2 of 12 flagged",4,8.323905,8.326196,8.3257492,8.321692,8.327619
2016-03-11 17:00:00,2016,Mar,2015-2016,1,,2,8.328292,8.3279425,8.32764266666667,8.321197,8.329982
2016-03-11 18:00:00,2016,Mar,2015-2016,1,,2,8.312181,8.3059965,8.30839608333333,8.302146,8.328108
2016-03-11 19:00:00,2016,Mar,2015-2016,1,,2,8.320706,8.3188645,8.31697775,8.305188,8.322405
2016-03-11 20:00:00,2016,Mar,2015-2016,1,,2,8.325428,8.319599,8.31908183333333,8.314406,8.325428
2016-03-11 21:00:00,2016,Mar,2015-2016,1,,2,8.326221,8.3238565,8.3191255,8.305197,8.326433
2016-03-11 22:00:00,2016,Mar,2015-2016,1,,2,8.318274,8.324142,8.32207058333333,8.313323,8.32635
2016-03-11 23:00:00,2016,Mar,2015-2016,1,,2,8.324785,8.321865,8.32183975,8.318437,8.326199
2016-03-12 00:00:00,2016,Mar,2015-2016,1,,2,8.324502,8.324627,8.32306958333333,8.316011,8.32694
2016-03-12 01:00:00,2016,Mar,2015-2016,1,,2,8.323739,8.3232515,8.32094391666667,8.31471,8.323984
2016-03-12 02:00:00,2016,Mar,2015-2016,1,,2,8.305887,8.322694,8.3186335,8.305536,8.3247
2016-03-12 03:00:00,2016,Mar,2015-2016,1,,2,8.300961,8.3056685,8.30635116666667,8.30089,8.315447
2016-03-12 04:00:00,2016,Mar,2015-2016,1,,2,8.321301,8.307528,8.30889916666666,8.295715,8.321602
2016-03-12 05:00:00,2016,Mar,2015-2016,1,,2,8.323919,8.3204655,8.32062416666667,8.31831,8.323919
2016-03-12 06:00:00,2016,Mar,2015-2016,1,,2,8.30817,8.322134,8.31937816666666,8.30817,8.323221
2016-03-12 07:00:00,2016,Mar,2015-2016,1,,2,8.3047,8.3066545,8.30690158333334,8.3047,8.309537
2016-03-12 08:00:00,2016,Mar,2015-2016,1,,2,8.308361,8.309181,8.30944083333333,8.305282,8.314792
2016-03-12 09:00:00,2016,Mar,2015-2016,1,,2,8.317173,8.3097385,8.31020016666667,8.303496,8.317173
2016-03-12 10:00:00,2016,Mar,2015-2016,1,,2,8.309323,8.316161,8.31461291666667,8.309323,8.317305
2016-03-12 11:00:00,2016,Mar,2015-2016,1,,2,8.318555,8.311314,8.3133665,8.310072,8.319442
2016-03-12 12:00:00,2016,Mar,2015-2016,1,,2,8.315766,8.315756,8.31410716666667,8.302143,8.317542
2016-03-12 13:00:00,2016,Mar,2015-2016,1,,2,8.313707,8.3172835,8.31715591666667,8.313707,8.319735
2016-03-12 14:00:00,2016,Mar,2015-2016,1,,2,8.315347,8.3034705,8.304024,8.298656,8.315347
2016-03-12 15:00:00,2016,Mar,2015-2016,1,,2,8.305781,8.3120095,8.31146008333333,8.303931,8.317639
2016-03-12 16:00:00,2016,Mar,2015-2016,1,,2,8.310148,8.3011285,8.30215308333333,8.297192,8.310148
2016-03-12 17:00:00,2016,Mar,2015-2016,1,,2,8.315925,8.315701,8.31532325,8.312221,8.316136
2016-03-12 18:00:00,2016,Mar,2015-2016,1,,2,8.316203,8.316163,8.3165565,8.315906,8.318234
2016-03-12 19:00:00,2016,Mar,2015-2016,1,"BR:MV:10 of 12 missing:10 of 12 flagged",4,,8.3162885,8.3162885,8.316152,8.316425
2016-03-12 20:00:00,2016,Mar,2015-2016,1,"BR:MV:10 of 12 missing:10 of 12 flagged",4,,8.31422,8.31422,8.314205,8.314235
2016-03-12 21:00:00,2016,Mar,2015-2016,1,"BR:MV:6 of 12 missing:6 of 12 flagged",4,8.304104,8.295115,8.2961875,8.291788,8.304104
2016-03-12 22:00:00,2016,Mar,2015-2016,1,,2,8.3097,8.307071,8.30733458333333,8.306138,8.3097
2016-03-12 23:00:00,2016,Mar,2015-2016,1,,2,8.306068,8.3059,8.3052505,8.297341,8.31116
2016-03-13 00:00:00,2016,Mar,2015-2016,1,,2,8.302096,8.298625,8.3003775,8.295557,8.306992
2016-03-13 01:00:00,2016,Mar,2015-2016,1,,2,8.296259,8.3015645,8.30082466666667,8.296259,8.304543
2016-03-13 02:00:00,2016,Mar,2015-2016,1,,2,8.295433,8.2950155,8.29515575,8.294523,8.296017
2016-03-13 03:00:00,2016,Mar,2015-2016,1,,2,8.29796,8.2969795,8.29696225,8.294813,8.299773
2016-03-13 04:00:00,2016,Mar,2015-2016,1,,2,8.308705,8.3080355,8.30701941666667,8.299505,8.310719
2016-03-13 05:00:00,2016,Mar,2015-2016,1,,2,8.30896,8.295944,8.29997816666667,8.294927,8.310032
2016-03-13 06:00:00,2016,Mar,2015-2016,1,,2,8.296708,8.2959485,8.29590091666667,8.294168,8.297798
2016-03-13 07:00:00,2016,Mar,2015-2016,1,,2,8.296,8.2966335,8.29663608333333,8.296,8.297288
2016-03-13 08:00:00,2016,Mar,2015-2016,1,,2,8.303411,8.29908,8.29888183333333,8.29538,8.303411
2016-03-13 09:00:00,2016,Mar,2015-2016,1,,2,8.330845,8.3107995,8.31596425,8.301024,8.335214
2016-03-13 10:00:00,2016,Mar,2015-2016,1,,2,8.301687,8.3029895,8.31238025,8.300787,8.335695
2016-03-13 11:00:00,2016,Mar,2015-2016,1,,2,8.33155,8.3262765,8.32400641666667,8.308505,8.33217
2016-03-13 12:00:00,2016,Mar,2015-2016,1,,2,8.33739,8.3362965,8.33608383333333,8.334026,8.33739
2016-03-13 13:00:00,2016,Mar,2015-2016,1,,2,8.333279,8.3346695,8.335168,8.331592,8.339084
2016-03-13 14:00:00,2016,Mar,2015-2016,1,,2,8.330942,8.3316635,8.33119733333333,8.326082,8.335027
2016-03-13 15:00:00,2016,Mar,2015-2016,1,,2,8.324652,8.327254,8.3275065,8.32452,8.331075
2016-03-13 16:00:00,2016,Mar,2015-2016,1,,2,8.332349,8.328904,8.3286725,8.324328,8.332349
2016-03-13 17:00:00,2016,Mar,2015-2016,1,,2,8.314048,8.328502,8.32525183333333,8.31094,8.332686
2016-03-13 18:00:00,2016,Mar,2015-2016,1,,2,8.322902,8.319959,8.31882233333333,8.309482,8.323971
2016-03-13 19:00:00,2016,Mar,2015-2016,1,,2,8.325375,8.3254155,8.32526741666667,8.32433,8.325896
2016-03-13 20:00:00,2016,Mar,2015-2016,1,"BR:MV:8 of 12 missing:8 of 12 flagged",4,,8.3254255,8.3254785,8.324815,8.326248
2016-03-13 21:00:00,2016,Mar,2015-2016,1,"BR:MV:5 of 12 missing:5 of 12 flagged",4,8.321716,8.321445,8.32156528571429,8.32056,8.322521
2016-03-13 22:00:00,2016,Mar,2015-2016,1,,2,8.314877,8.31684,8.31623975,8.310694,8.321148
2016-03-13 23:00:00,2016,Mar,2015-2016,1,,2,8.311585,8.312355,8.31131383333333,8.307415,8.314345
2016-03-14 00:00:00,2016,Mar,2015-2016,1,,2,8.322765,8.317408,8.318754,8.313847,8.322992
2016-03-14 01:00:00,2016,Mar,2015-2016,1,,2,8.3171,8.321334,8.32103141666667,8.3171,8.32327
2016-03-14 02:00:00,2016,Mar,2015-2016,1,,2,8.309297,8.3132525,8.31292625,8.309297,8.316225
2016-03-14 03:00:00,2016,Mar,2015-2016,1,,2,8.312152,8.3122155,8.31148033333333,8.308207,8.313272
2016-03-14 04:00:00,2016,Mar,2015-2016,1,,2,8.307544,8.3097625,8.31001191666667,8.30743,8.314313
2016-03-14 05:00:00,2016,Mar,2015-2016,1,,2,8.305658,8.3070625,8.30731425,8.305658,8.309052
2016-03-14 06:00:00,2016,Mar,2015-2016,1,,2,8.312179,8.3059395,8.30708166666667,8.30445,8.312179
2016-03-14 07:00:00,2016,Mar,2015-2016,1,,2,8.313822,8.313012,8.31289875,8.311637,8.313822
2016-03-14 08:00:00,2016,Mar,2015-2016,1,,2,8.31715,8.3161465,8.31633633333333,8.314917,8.318162
2016-03-14 09:00:00,2016,Mar,2015-2016,1,,2,8.320497,8.321897,8.32899591666667,8.317509,8.353987
2016-03-14 10:00:00,2016,Mar,2015-2016,1,,2,8.320805,8.322229,8.32280933333333,8.320805,8.326613
2016-03-14 11:00:00,2016,Mar,2015-2016,1,,2,8.35103,8.329272,8.331989,8.31897,8.358247
2016-03-14 12:00:00,2016,Mar,2015-2016,1,,2,8.322336,8.3253575,8.33322766666667,8.320981,8.355905
2016-03-14 13:00:00,2016,Mar,2015-2016,1,,2,8.3309,8.328975,8.3320645,8.320044,8.356297
2016-03-14 14:00:00,2016,Mar,2015-2016,1,,2,8.321645,8.322767,8.32277733333333,8.321557,8.32575
2016-03-14 15:00:00,2016,Mar,2015-2016,1,,2,8.317668,8.318413,8.31880391666667,8.317556,8.321374
2016-03-14 16:00:00,2016,Mar,2015-2016,1,,2,8.314237,8.31585,8.315964,8.311651,8.31982
2016-03-14 17:00:00,2016,Mar,2015-2016,1,,2,8.310027,8.312741,8.31197266666667,8.308046,8.315202
2016-03-14 18:00:00,2016,Mar,2015-2016,1,,2,8.313686,8.312433,8.31226008333333,8.30993,8.313686
2016-03-14 19:00:00,2016,Mar,2015-2016,1,,2,8.314397,8.3134765,8.313515,8.312221,8.31524
2016-03-14 20:00:00,2016,Mar,2015-2016,1,,2,8.322247,8.3213025,8.32036408333333,8.314453,8.325245
2016-03-14 21:00:00,2016,Mar,2015-2016,1,,2,8.32339,8.3232095,8.33109183333333,8.322003,8.367748
2016-03-14 22:00:00,2016,Mar,2015-2016,1,,2,8.31954,8.324238,8.32673808333333,8.31954,8.343113
2016-03-14 23:00:00,2016,Mar,2015-2016,1,,2,8.362752,8.337179,8.34191775,8.31612,8.368491
2016-03-15 00:00:00,2016,Mar,2015-2016,1,,2,8.346465,8.347501,8.34604583333333,8.33143,8.352582
2016-03-15 01:00:00,2016,Mar,2015-2016,1,,2,8.356709,8.347927,8.35049366666667,8.344585,8.35732
2016-03-15 02:00:00,2016,Mar,2015-2016,1,,2,8.3477,8.347802,8.346418,8.327135,8.353902
2016-03-15 03:00:00,2016,Mar,2015-2016,1,,2,8.334352,8.336594,8.33761516666667,8.328816,8.345597
2016-03-15 04:00:00,2016,Mar,2015-2016,1,,2,8.319587,8.3202135,8.32069733333333,8.318153,8.323346
2016-03-15 05:00:00,2016,Mar,2015-2016,1,,2,8.31581,8.3198225,8.32017041666667,8.31581,8.325361
2016-03-15 06:00:00,2016,Mar,2015-2016,1,,2,8.311407,8.3134895,8.31337133333333,8.311243,8.315072
2016-03-15 07:00:00,2016,Mar,2015-2016,1,,2,8.323853,8.312317,8.31402083333333,8.311176,8.323853
2016-03-15 08:00:00,2016,Mar,2015-2016,1,,2,8.329687,8.32765,8.32992125,8.324658,8.339358
2016-03-15 09:00:00,2016,Mar,2015-2016,1,"BR:MV:2 of 12 missing:2 of 12 flagged",4,,8.340454,8.3442139,8.324935,8.375359
2016-03-15 10:00:00,2016,Mar,2015-2016,1,"BR:MV:12 of 12 missing",9,,,,,
2016-03-15 11:00:00,2016,Mar,2015-2016,1,"BR:MV:10 of 12 missing:10 of 12 flagged",4,8.439295,8.403986,8.403986,8.368677,8.439295
2016-03-15 12:00:00,2016,Mar,2015-2016,1,,2,8.38877,8.3512495,8.36798183333333,8.326263,8.441599
2016-03-15 13:00:00,2016,Mar,2015-2016,1,,2,8.456977,8.4601785,8.45645358333333,8.413202,8.462961
2016-03-15 14:00:00,2016,Mar,2015-2016,1,,2,8.441442,8.4473615,8.44441841666667,8.424215,8.457249
2016-03-15 15:00:00,2016,Mar,2015-2016,1,,2,8.356561,8.3798995,8.40114508333333,8.345897,8.481629
2016-03-15 16:00:00,2016,Mar,2015-2016,1,,2,8.325945,8.3376485,8.33912158333333,8.325945,8.359446
2016-03-15 17:00:00,2016,Mar,2015-2016,1,,2,8.336325,8.3292325,8.33045791666667,8.321644,8.342447
2016-03-15 18:00:00,2016,Mar,2015-2016,1,,2,8.31975,8.3227075,8.32286308333333,8.31975,8.326959
2016-03-15 19:00:00,2016,Mar,2015-2016,1,,2,8.320483,8.3215885,8.32190883333333,8.318855,8.325244
2016-03-15 20:00:00,2016,Mar,2015-2016,1,,2,8.339415,8.3261005,8.32853733333333,8.32088,8.339415
2016-03-15 21:00:00,2016,Mar,2015-2016,1,,2,8.445307,8.37457,8.38912791666667,8.342684,8.445855
2016-03-15 22:00:00,2016,Mar,2015-2016,1,,2,8.465067,8.4523355,8.4534515,8.42452,8.476807
2016-03-15 23:00:00,2016,Mar,2015-2016,1,,2,8.435615,8.4509315,8.45076433333333,8.435615,8.461389
2016-03-16 00:00:00,2016,Mar,2015-2016,1,,2,8.462158,8.4257575,8.43256141666667,8.404925,8.462158
2016-03-16 01:00:00,2016,Mar,2015-2016,1,,2,8.424527,8.458988,8.45242233333333,8.424527,8.463213
2016-03-16 02:00:00,2016,Mar,2015-2016,1,,2,8.38851,8.411145,8.40911808333333,8.38851,8.424938
2016-03-16 03:00:00,2016,Mar,2015-2016,1,,2,8.376942,8.3903105,8.39640066666667,8.374072,8.443992
2016-03-16 04:00:00,2016,Mar,2015-2016,1,"BR:MV:9 of 12 missing:9 of 12 flagged",4,,8.380598,8.38624166666667,8.377285,8.400842
2016-03-16 05:00:00,2016,Mar,2015-2016,1,"BR:MV:4 of 12 missing:4 of 12 flagged",4,8.35747,8.358469,8.361527125,8.354984,8.370011
2016-03-16 06:00:00,2016,Mar,2015-2016,1,,2,8.33761,8.337314,8.34160741666667,8.334518,8.35929
2016-03-16 07:00:00,2016,Mar,2015-2016,1,,2,8.334929,8.3336925,8.33286758333333,8.328057,8.337296
2016-03-16 08:00:00,2016,Mar,2015-2016,1,,2,8.331855,8.33135,8.33164216666667,8.328863,8.334875
2016-03-16 09:00:00,2016,Mar,2015-2016,1,,2,8.354542,8.341834,8.34106366666667,8.332437,8.354542
2016-03-16 10:00:00,2016,Mar,2015-2016,1,,2,8.44457,8.384576,8.38857716666667,8.339858,8.44457
2016-03-16 11:00:00,2016,Mar,2015-2016,1,,2,8.448588,8.447262,8.45108275,8.444492,8.473791
2016-03-16 12:00:00,2016,Mar,2015-2016,1,,2,8.484981,8.46144,8.46277116666667,8.451003,8.484981
2016-03-16 13:00:00,2016,Mar,2015-2016,1,,2,8.498801,8.459378,8.46613916666667,8.447598,8.498801
2016-03-16 14:00:00,2016,Mar,2015-2016,1,,2,8.519573,8.5189,8.51320325,8.493292,8.527335
2016-03-16 15:00:00,2016,Mar,2015-2016,1,,2,8.465464,8.48193,8.48499166666667,8.465464,8.514051
2016-03-16 16:00:00,2016,Mar,2015-2016,1,,2,8.485084,8.46833,8.47213491666667,8.449706,8.499072
2016-03-16 17:00:00,2016,Mar,2015-2016,1,,2,8.463095,8.469208,8.46914616666667,8.447247,8.48663
2016-03-16 18:00:00,2016,Mar,2015-2016,1,,2,8.433191,8.451947,8.44879025,8.433191,8.457974
2016-03-16 19:00:00,2016,Mar,2015-2016,1,,2,8.354633,8.4080545,8.40452283333333,8.354633,8.437807
2016-03-16 20:00:00,2016,Mar,2015-2016,1,,2,8.351485,8.356136,8.35755566666667,8.351485,8.37297
2016-03-16 21:00:00,2016,Mar,2015-2016,1,,2,8.359351,8.3534305,8.35390941666667,8.35137,8.359351
2016-03-16 22:00:00,2016,Mar,2015-2016,1,,2,8.415956,8.370896,8.3814225,8.362575,8.415956
2016-03-16 23:00:00,2016,Mar,2015-2016,1,,2,8.456987,8.4580935,8.45046591666667,8.420497,8.462317
2016-03-17 00:00:00,2016,Mar,2015-2016,1,,2,8.452637,8.474624,8.4721225,8.449269,8.487271
2016-03-17 01:00:00,2016,Mar,2015-2016,1,,2,8.465093,8.4718685,8.4703635,8.460433,8.474413
2016-03-17 02:00:00,2016,Mar,2015-2016,1,,2,8.468705,8.47351,8.47488741666667,8.447516,8.492485
2016-03-17 03:00:00,2016,Mar,2015-2016,1,,2,8.471638,8.464166,8.46424108333333,8.457704,8.471638
2016-03-17 04:00:00,2016,Mar,2015-2016,1,,2,8.477203,8.466124,8.4672455,8.461842,8.477203
2016-03-17 05:00:00,2016,Mar,2015-2016,1,,2,8.466317,8.4653735,8.46091125,8.430192,8.477972
2016-03-17 06:00:00,2016,Mar,2015-2016,1,,2,8.462962,8.4668135,8.46497808333333,8.459111,8.468501
2016-03-17 07:00:00,2016,Mar,2015-2016,1,,2,8.449164,8.458792,8.457586,8.449164,8.465596
2016-03-17 08:00:00,2016,Mar,2015-2016,1,,2,8.41164,8.431296,8.42898766666667,8.409754,8.447075
2016-03-17 09:00:00,2016,Mar,2015-2016,1,,2,8.416757,8.419533,8.41731116666667,8.39692,8.426112
2016-03-17 10:00:00,2016,Mar,2015-2016,1,,2,8.413949,8.414615,8.40729166666667,8.379597,8.42519
2016-03-17 11:00:00,2016,Mar,2015-2016,1,,2,8.508121,8.448169,8.45611566666667,8.404621,8.508121
2016-03-17 12:00:00,2016,Mar,2015-2016,1,,2,8.555423,8.493022,8.49571991666667,8.457457,8.555423
2016-03-17 13:00:00,2016,Mar,2015-2016,1,,2,8.581285,8.5285185,8.53362316666667,8.503598,8.581285
2016-03-17 14:00:00,2016,Mar,2015-2016,1,,2,8.541978,8.5601025,8.55971416666667,8.541978,8.575685
2016-03-17 15:00:00,2016,Mar,2015-2016,1,,2,8.57053,8.575533,8.57092866666667,8.534078,8.577231
2016-03-17 16:00:00,2016,Mar,2015-2016,1,,2,8.580852,8.574423,8.57381958333333,8.567942,8.580852
2016-03-17 17:00:00,2016,Mar,2015-2016,1,,2,8.589014,8.5839395,8.58147175,8.569947,8.589014
2016-03-17 18:00:00,2016,Mar,2015-2016,1,,2,8.595468,8.595099,8.5943435,8.588839,8.598688
2016-03-17 19:00:00,2016,Mar,2015-2016,1,,2,8.538513,8.5707785,8.56890583333333,8.538513,8.595486
2016-03-17 20:00:00,2016,Mar,2015-2016,1,,2,8.517262,8.542761,8.53937425,8.517262,8.551641
2016-03-17 21:00:00,2016,Mar,2015-2016,1,,2,8.460667,8.492035,8.48030766666667,8.426845,8.504953
2016-03-17 22:00:00,2016,Mar,2015-2016,1,,2,8.410604,8.4189845,8.42533833333333,8.410604,8.454229
2016-03-17 23:00:00,2016,Mar,2015-2016,1,,2,8.467067,8.46517,8.45956516666667,8.421063,8.470984
2016-03-18 00:00:00,2016,Mar,2015-2016,1,,2,8.504786,8.4724915,8.47777591666667,8.457247,8.504786
2016-03-18 01:00:00,2016,Mar,2015-2016,1,,2,8.557507,8.509767,8.51232766666667,8.493045,8.557507
2016-03-18 02:00:00,2016,Mar,2015-2016,1,,2,8.51801,8.516664,8.52163116666667,8.498096,8.559571
2016-03-18 03:00:00,2016,Mar,2015-2016,1,,2,8.536348,8.532794,8.53091308333333,8.521985,8.536348
2016-03-18 04:00:00,2016,Mar,2015-2016,1,,2,8.536657,8.528944,8.526834,8.511062,8.53895
2016-03-18 05:00:00,2016,Mar,2015-2016,1,,2,8.53341,8.5429805,8.54370691666667,8.53341,8.553576
2016-03-18 06:00:00,2016,Mar,2015-2016,1,,2,8.547575,8.548632,8.54160441666667,8.516417,8.556727
2016-03-18 07:00:00,2016,Mar,2015-2016,1,,2,8.495947,8.5187485,8.51734566666667,8.490922,8.547685
2016-03-18 08:00:00,2016,Mar,2015-2016,1,,2,8.489607,8.495136,8.49943641666667,8.489607,8.519796
2016-03-18 09:00:00,2016,Mar,2015-2016,1,,2,8.468757,8.4868785,8.48372791666667,8.468757,8.489525
2016-03-18 10:00:00,2016,Mar,2015-2016,1,,2,8.487926,8.4881505,8.48337908333333,8.461719,8.498227
2016-03-18 11:00:00,2016,Mar,2015-2016,1,,2,8.480422,8.478717,8.47841,8.464764,8.4879
2016-03-18 12:00:00,2016,Mar,2015-2016,1,,2,8.484818,8.474708,8.47607916666667,8.46904,8.485536
2016-03-18 13:00:00,2016,Mar,2015-2016,1,,2,8.569217,8.480087,8.50312075,8.472998,8.585002
2016-03-18 14:00:00,2016,Mar,2015-2016,1,,2,8.53819,8.544545,8.54806775,8.523024,8.571817
2016-03-18 15:00:00,2016,Mar,2015-2016,1,"BR:MV:11 of 12 missing:11 of 12 flagged",4,,8.533709,8.533709,8.533709,8.533709
2016-03-18 16:00:00,2016,Mar,2015-2016,1,"BR:MV:2 of 12 missing:2 of 12 flagged",4,8.55253,8.555549,8.5571271,8.53197,8.571126
2016-03-18 17:00:00,2016,Mar,2015-2016,1,,2,8.587178,8.5659175,8.56584075,8.542928,8.587178
2016-03-18 18:00:00,2016,Mar,2015-2016,1,,2,8.592093,8.5865505,8.58392558333333,8.567603,8.602376
2016-03-18 19:00:00,2016,Mar,2015-2016,1,,2,8.605788,8.593342,8.59080233333333,8.557868,8.611773
2016-03-18 20:00:00,2016,Mar,2015-2016,1,,2,8.552882,8.5560055,8.56368958333333,8.546977,8.596668
2016-03-18 21:00:00,2016,Mar,2015-2016,1,,2,8.560583,8.5785895,8.57451483333333,8.538962,8.598143
2016-03-18 22:00:00,2016,Mar,2015-2016,1,,2,8.472466,8.5026135,8.50560075,8.465868,8.559373
2016-03-18 23:00:00,2016,Mar,2015-2016,1,,2,8.478253,8.47507,8.47710275,8.46445,8.493655
2016-03-19 00:00:00,2016,Mar,2015-2016,1,,2,8.481744,8.4715665,8.472281,8.461545,8.481744
2016-03-19 01:00:00,2016,Mar,2015-2016,1,,2,8.489363,8.497493,8.49681641666667,8.489363,8.511202
2016-03-19 02:00:00,2016,Mar,2015-2016,1,,2,8.564426,8.5414775,8.53932125,8.4883,8.571784
2016-03-19 03:00:00,2016,Mar,2015-2016,1,,2,8.547716,8.5521015,8.54876875,8.517962,8.566646
2016-03-19 04:00:00,2016,Mar,2015-2016,1,,2,8.508493,8.5270925,8.51919858333333,8.480155,8.543264
2016-03-19 05:00:00,2016,Mar,2015-2016,1,,2,8.528235,8.5148245,8.51640433333333,8.503107,8.528235
2016-03-19 06:00:00,2016,Mar,2015-2016,1,,2,8.549647,8.549086,8.54891933333333,8.532195,8.560581
2016-03-19 07:00:00,2016,Mar,2015-2016,1,,2,8.521398,8.5369795,8.53465558333333,8.52123,8.548848
2016-03-19 08:00:00,2016,Mar,2015-2016,1,,2,8.528965,8.5244395,8.52789091666667,8.497558,8.557618
2016-03-19 09:00:00,2016,Mar,2015-2016,1,,2,8.513697,8.5429955,8.54503266666667,8.513697,8.57274
2016-03-19 10:00:00,2016,Mar,2015-2016,1,,2,8.485105,8.5027835,8.501854,8.485105,8.509109
2016-03-19 11:00:00,2016,Mar,2015-2016,1,,2,8.470243,8.4761895,8.47739083333333,8.467762,8.488484
2016-03-19 12:00:00,2016,Mar,2015-2016,1,,2,8.480169,8.4956945,8.49250816666667,8.474549,8.502666
2016-03-19 13:00:00,2016,Mar,2015-2016,1,,2,8.471606,8.4717275,8.47209241666667,8.469073,8.474695
2016-03-19 14:00:00,2016,Mar,2015-2016,1,,2,8.549699,8.4928005,8.50060458333333,8.480046,8.549699
2016-03-19 15:00:00,2016,Mar,2015-2016,1,,2,8.587113,8.5835805,8.57665375,8.538255,8.592222
2016-03-19 16:00:00,2016,Mar,2015-2016,1,,2,8.553384,8.5945755,8.58812291666667,8.550895,8.615787
2016-03-19 17:00:00,2016,Mar,2015-2016,1,,2,8.597784,8.5630675,8.5724545,8.553325,8.597784
2016-03-19 18:00:00,2016,Mar,2015-2016,1,,2,8.599972,8.585133,8.58197725,8.562027,8.599972
2016-03-19 19:00:00,2016,Mar,2015-2016,1,,2,8.60361,8.602129,8.5990965,8.586106,8.604914
2016-03-19 20:00:00,2016,Mar,2015-2016,1,,2,8.589328,8.603632,8.60057941666667,8.589328,8.60683
